cntry,cproddat,essround,fltlnl,happy,sclmeet,inmdisc,agea,filter
BE,12.12.2018,3,1,8,4,1,14,2
AT,12.12.2018,3,1,10,7,1,15,2
AT,12.12.2018,3,1,6,7,1,15,2
AT,12.12.2018,3,4,10,7,1,15,2
AT,12.12.2018,3,1,7,6,1,15,2
AT,12.12.2018,3,2,7,7,1,15,2
AT,12.12.2018,3,2,7,6,1,15,2
AT,12.12.2018,3,3,9,7,1,15,2
BE,12.12.2018,3,1,8,6,1,15,2
BE,12.12.2018,3,1,9,5,1,15,2
BE,12.12.2018,3,2,8,7,1,15,2
BE,12.12.2018,3,2,8,6,1,15,2
BE,12.12.2018,3,2,8,7,1,15,2
BE,12.12.2018,3,1,7,6,1,15,2
BE,12.12.2018,3,3,8,7,2,15,2
BE,12.12.2018,3,2,9,4,1,15,2
BG,12.12.2018,3,1,10,7,1,15,2
BG,12.12.2018,3,1,6,7,1,15,2
BG,12.12.2018,3,3,4,7,1,15,2
CY,12.12.2018,3,1,7,6,1,15,2
CY,12.12.2018,3,1,10,7,1,15,2
DE,12.12.2018,3,1,0,7,1,15,2
DE,12.12.2018,3,1,8,4,1,15,2
DE,12.12.2018,3,3,6,5,1,15,2
DE,12.12.2018,3,1,8,6,1,15,2
DE,12.12.2018,3,2,3,7,1,15,2
EE,12.12.2018,3,1,7,6,1,15,2
EE,12.12.2018,3,1,10,7,1,15,2
EE,12.12.2018,3,2,4,6,2,15,2
EE,12.12.2018,3,2,8,7,1,15,2
EE,12.12.2018,3,2,9,7,1,15,2
EE,12.12.2018,3,1,8,6,2,15,2
EE,12.12.2018,3,2,10,5,2,15,2
ES,12.12.2018,3,2,7,7,1,15,2
FI,12.12.2018,3,1,9,5,1,15,2
FI,12.12.2018,3,2,9,7,1,15,2
FI,12.12.2018,3,2,8,7,1,15,2
FI,12.12.2018,3,1,8,7,1,15,2
FI,12.12.2018,3,2,6,7,1,15,2
FI,12.12.2018,3,1,10,6,1,15,2
FI,12.12.2018,3,1,9,5,1,15,2
FI,12.12.2018,3,1,8,4,1,15,2
FI,12.12.2018,3,1,9,7,1,15,2
FI,12.12.2018,3,1,8,6,1,15,2
FI,12.12.2018,3,1,9,6,1,15,2
FI,12.12.2018,3,1,9,7,1,15,2
FR,12.12.2018,3,1,9,7,1,15,2
FR,12.12.2018,3,1,8,6,1,15,2
FR,12.12.2018,3,1,9,5,1,15,2
FR,12.12.2018,3,2,9,7,1,15,2
FR,12.12.2018,3,2,10,6,1,15,2
GB,12.12.2018,3,2,6,4,1,15,2
GB,12.12.2018,3,1,9,7,1,15,2
GB,12.12.2018,3,3,7,7,1,15,2
GB,12.12.2018,3,2,8,7,1,15,2
GB,12.12.2018,3,1,10,7,1,15,2
GB,12.12.2018,3,1,9,7,1,15,2
GB,12.12.2018,3,3,8,7,2,15,2
HU,12.12.2018,3,1,9,7,1,15,2
HU,12.12.2018,3,1,10,7,1,15,2
HU,12.12.2018,3,4,10,5,1,15,2
NO,12.12.2018,3,1,9,7,1,15,2
NO,12.12.2018,3,1,10,7,1,15,2
NO,12.12.2018,3,1,10,6,1,15,2
NO,12.12.2018,3,1,5,6,2,15,2
NO,12.12.2018,3,1,9,7,1,15,2
NO,12.12.2018,3,1,7,7,1,15,2
PL,12.12.2018,3,1,7,7,1,15,2
PL,12.12.2018,3,1,8,6,1,15,2
PL,12.12.2018,3,1,7,4,1,15,2
PL,12.12.2018,3,1,9,6,1,15,2
PL,12.12.2018,3,2,4,6,1,15,2
PL,12.12.2018,3,4,7,6,1,15,2
PL,12.12.2018,3,1,10,7,1,15,2
PL,12.12.2018,3,1,9,7,1,15,2
PL,12.12.2018,3,1,10,6,1,15,2
PL,12.12.2018,3,1,10,6,1,15,2
PL,12.12.2018,3,2,8,7,1,15,2
PT,12.12.2018,3,1,8,7,1,15,2
PT,12.12.2018,3,1,6,7,1,15,2
PT,12.12.2018,3,1,8,7,1,15,2
RU,12.12.2018,3,1,10,7,1,15,2
RU,12.12.2018,3,2,7,7,1,15,2
RU,12.12.2018,3,1,5,7,1,15,2
RU,12.12.2018,3,1,8,7,1,15,2
RU,12.12.2018,3,2,8,6,1,15,2
RU,12.12.2018,3,1,8,5,1,15,2
SE,12.12.2018,3,3,7,3,1,15,2
SE,12.12.2018,3,1,7,6,1,15,2
SE,12.12.2018,3,1,6,5,1,15,2
SE,12.12.2018,3,1,9,7,1,15,2
SE,12.12.2018,3,1,9,6,1,15,2
SI,12.12.2018,3,1,7,7,1,15,2
SI,12.12.2018,3,1,7,4,2,15,2
SI,12.12.2018,3,2,5,5,1,15,2
SI,12.12.2018,3,1,7,6,2,15,2
SI,12.12.2018,3,2,6,3,1,15,2
SI,12.12.2018,3,1,8,7,1,15,2
SI,12.12.2018,3,2,10,5,1,15,2
SI,12.12.2018,3,2,9,6,1,15,2
SK,12.12.2018,3,1,10,6,1,15,2
SK,12.12.2018,3,1,1,7,1,15,2
SK,12.12.2018,3,1,6,6,1,15,2
SK,12.12.2018,3,1,5,7,1,15,2
SK,12.12.2018,3,2,9,6,1,15,2
SK,12.12.2018,3,1,9,7,1,15,2
SK,12.12.2018,3,2,7,7,2,15,2
UA,12.12.2018,3,1,7,7,1,15,2
UA,12.12.2018,3,1,10,7,1,15,2
UA,12.12.2018,3,2,5,7,2,15,2
UA,12.12.2018,3,1,6,7,2,15,2
BE,12.12.2018,5,1,7,5,1,15,2
BE,12.12.2018,5,1,8,7,1,15,2
BE,12.12.2018,5,1,8,5,1,15,2
BG,12.12.2018,5,1,8,6,1,15,2
CH,12.12.2018,5,1,9,6,1,15,2
CZ,12.12.2018,5,1,6,7,1,15,2
CZ,12.12.2018,5,1,8,7,1,15,2
CZ,12.12.2018,5,1,9,7,1,15,2
DE,12.12.2018,5,1,10,7,1,15,2
DE,12.12.2018,5,1,8,4,1,15,2
DE,12.12.2018,5,2,8,2,1,15,2
DE,12.12.2018,5,1,8,6,1,15,2
DE,12.12.2018,5,1,10,6,1,15,2
DE,12.12.2018,5,1,9,6,1,15,2
DE,12.12.2018,5,1,4,7,1,15,2
DK,12.12.2018,5,1,10,7,1,15,2
DK,12.12.2018,5,1,8,7,1,15,2
DK,12.12.2018,5,1,9,7,1,15,2
DK,12.12.2018,5,1,10,7,1,15,2
DK,12.12.2018,5,1,9,7,1,15,2
DK,12.12.2018,5,1,9,6,1,15,2
DK,12.12.2018,5,1,10,7,1,15,2
DK,12.12.2018,5,1,7,7,1,15,2
EE,12.12.2018,5,1,7,7,1,15,2
EE,12.12.2018,5,1,10,4,1,15,2
EE,12.12.2018,5,1,9,6,1,15,2
ES,12.12.2018,5,1,10,7,1,15,2
FI,12.12.2018,5,1,9,6,1,15,2
FI,12.12.2018,5,1,10,7,1,15,2
FI,12.12.2018,5,1,8,7,1,15,2
FI,12.12.2018,5,1,10,6,1,15,2
FI,12.12.2018,5,1,8,6,1,15,2
FI,12.12.2018,5,1,8,7,1,15,2
FI,12.12.2018,5,1,9,7,1,15,2
FI,12.12.2018,5,1,9,7,1,15,2
FI,12.12.2018,5,1,9,7,1,15,2
FI,12.12.2018,5,1,8,7,1,15,2
FI,12.12.2018,5,1,8,5,1,15,2
FI,12.12.2018,5,1,9,6,1,15,2
FI,12.12.2018,5,1,8,4,1,15,2
FI,12.12.2018,5,1,8,7,1,15,2
FI,12.12.2018,5,1,9,7,1,15,2
FR,12.12.2018,5,2,8,7,1,15,2
FR,12.12.2018,5,1,8,7,1,15,2
FR,12.12.2018,5,1,9,6,1,15,2
FR,12.12.2018,5,1,8,7,1,15,2
FR,12.12.2018,5,1,9,6,1,15,2
FR,12.12.2018,5,3,7,4,2,15,2
FR,12.12.2018,5,1,10,5,1,15,2
GB,12.12.2018,5,1,9,7,1,15,2
GB,12.12.2018,5,1,9,6,1,15,2
GB,12.12.2018,5,1,10,4,1,15,2
GB,12.12.2018,5,1,10,7,1,15,2
GR,12.12.2018,5,1,5,6,1,15,2
GR,12.12.2018,5,1,9,6,1,15,2
HR,12.12.2018,5,1,5,7,1,15,2
HR,12.12.2018,5,1,7,7,1,15,2
HR,12.12.2018,5,1,10,7,1,15,2
HR,12.12.2018,5,1,8,7,1,15,2
IE,12.12.2018,5,1,8,6,1,15,2
IE,12.12.2018,5,1,9,7,1,15,2
IE,12.12.2018,5,1,7,7,1,15,2
IE,12.12.2018,5,1,6,5,1,15,2
IE,12.12.2018,5,2,9,7,1,15,2
IE,12.12.2018,5,3,4,4,1,15,2
IE,12.12.2018,5,1,10,7,1,15,2
IE,12.12.2018,5,1,8,6,1,15,2
IE,12.12.2018,5,1,9,7,1,15,2
IL,12.12.2018,5,1,10,6,1,15,2
IL,12.12.2018,5,1,10,7,1,15,2
IL,12.12.2018,5,1,10,6,1,15,2
IL,12.12.2018,5,1,10,7,1,15,2
IL,12.12.2018,5,1,10,7,1,15,2
IL,12.12.2018,5,1,9,7,1,15,2
IL,12.12.2018,5,1,10,7,1,15,2
IL,12.12.2018,5,1,10,7,1,15,2
IL,12.12.2018,5,1,88,7,1,15,2
NL,12.12.2018,5,2,8,4,1,15,2
NO,12.12.2018,5,1,8,5,1,15,2
NO,12.12.2018,5,2,4,7,1,15,2
NO,12.12.2018,5,2,7,7,1,15,2
NO,12.12.2018,5,1,10,7,1,15,2
NO,12.12.2018,5,1,8,7,1,15,2
NO,12.12.2018,5,1,9,6,1,15,2
NO,12.12.2018,5,1,9,5,1,15,2
NO,12.12.2018,5,1,9,7,1,15,2
PL,12.12.2018,5,8,8,7,1,15,2
PL,12.12.2018,5,1,8,6,1,15,2
PL,12.12.2018,5,1,7,7,1,15,2
PL,12.12.2018,5,1,7,6,1,15,2
PL,12.12.2018,5,1,10,7,1,15,2
PL,12.12.2018,5,4,7,7,1,15,2
PL,12.12.2018,5,1,8,6,1,15,2
PL,12.12.2018,5,1,8,7,1,15,2
PT,12.12.2018,5,1,9,7,1,15,2
RU,12.12.2018,5,1,10,7,1,15,2
RU,12.12.2018,5,1,10,7,1,15,2
RU,12.12.2018,5,1,10,7,1,15,2
RU,12.12.2018,5,2,6,7,1,15,2
SE,12.12.2018,5,1,10,6,1,15,2
SE,12.12.2018,5,1,6,6,1,15,2
SE,12.12.2018,5,1,6,5,1,15,2
SE,12.12.2018,5,1,10,7,1,15,2
SE,12.12.2018,5,1,9,6,1,15,2
SI,12.12.2018,5,2,7,7,1,15,2
SI,12.12.2018,5,2,9,6,1,15,2
SI,12.12.2018,5,1,10,6,1,15,2
SI,12.12.2018,5,1,2,6,1,15,2
SI,12.12.2018,5,2,6,6,1,15,2
SK,12.12.2018,5,1,8,7,1,15,2
UA,12.12.2018,5,1,7,7,1,15,2
UA,12.12.2018,5,2,7,6,1,15,2
UA,12.12.2018,5,3,3,7,2,15,2
UA,12.12.2018,5,2,9,7,1,15,2
UA,12.12.2018,5,1,6,7,1,15,2
UA,12.12.2018,5,1,9,7,1,15,2
BE,12.12.2018,6,1,7,3,,15,2
BE,12.12.2018,6,1,9,7,,15,2
BE,12.12.2018,6,1,9,6,,15,2
BE,12.12.2018,6,1,8,6,,15,2
BE,12.12.2018,6,1,9,7,,15,2
BE,12.12.2018,6,2,7,4,,15,2
BE,12.12.2018,6,2,7,5,,15,2
CY,12.12.2018,6,1,9,7,,15,2
CY,12.12.2018,6,2,8,5,,15,2
CZ,12.12.2018,6,2,7,3,,15,2
CZ,12.12.2018,6,1,10,7,,15,2
DE,12.12.2018,6,1,10,7,,15,2
DE,12.12.2018,6,2,6,4,,15,2
DE,12.12.2018,6,2,6,4,,15,2
DE,12.12.2018,6,1,8,4,,15,2
DE,12.12.2018,6,1,9,7,,15,2
EE,12.12.2018,6,1,7,4,,15,2
EE,12.12.2018,6,1,9,6,,15,2
EE,12.12.2018,6,2,6,7,,15,2
EE,12.12.2018,6,1,9,7,,15,2
EE,12.12.2018,6,1,7,4,,15,2
FI,12.12.2018,6,1,8,6,,15,2
FI,12.12.2018,6,1,9,7,,15,2
FI,12.12.2018,6,1,9,7,,15,2
FI,12.12.2018,6,1,9,4,,15,2
FI,12.12.2018,6,1,9,6,,15,2
FR,12.12.2018,6,1,10,6,,15,2
FR,12.12.2018,6,2,7,4,,15,2
GB,12.12.2018,6,1,7,6,,15,2
GB,12.12.2018,6,1,9,6,,15,2
HU,12.12.2018,6,1,8,6,,15,2
HU,12.12.2018,6,1,8,6,,15,2
HU,12.12.2018,6,1,10,7,,15,2
HU,12.12.2018,6,2,5,4,,15,2
HU,12.12.2018,6,1,8,7,,15,2
IE,12.12.2018,6,1,10,5,,15,2
IL,12.12.2018,6,2,9,7,,15,2
IL,12.12.2018,6,1,10,7,,15,2
IL,12.12.2018,6,3,5,6,,15,2
IL,12.12.2018,6,1,9,7,,15,2
IL,12.12.2018,6,1,9,7,,15,2
IL,12.12.2018,6,1,8,7,,15,2
IL,12.12.2018,6,1,6,7,,15,2
IL,12.12.2018,6,1,8,7,,15,2
IL,12.12.2018,6,2,8,7,,15,2
IL,12.12.2018,6,1,9,7,,15,2
IL,12.12.2018,6,1,7,4,,15,2
IL,12.12.2018,6,1,10,7,,15,2
IS,12.12.2018,6,1,10,7,,15,2
IS,12.12.2018,6,1,10,7,,15,2
IT,12.12.2018,6,4,10,7,,15,2
IT,12.12.2018,6,1,9,7,,15,2
IT,12.12.2018,6,1,6,7,,15,2
LT,12.12.2018,6,1,5,6,,15,2
LT,12.12.2018,6,1,8,6,,15,2
NL,12.12.2018,6,1,8,7,,15,2
NO,12.12.2018,6,1,10,7,,15,2
NO,12.12.2018,6,1,10,6,,15,2
NO,12.12.2018,6,1,8,6,,15,2
NO,12.12.2018,6,1,5,3,,15,2
NO,12.12.2018,6,1,9,6,,15,2
NO,12.12.2018,6,1,9,7,,15,2
NO,12.12.2018,6,1,9,6,,15,2
NO,12.12.2018,6,1,10,7,,15,2
PL,12.12.2018,6,1,10,5,,15,2
PL,12.12.2018,6,1,8,6,,15,2
PL,12.12.2018,6,1,10,6,,15,2
PL,12.12.2018,6,1,8,6,,15,2
PL,12.12.2018,6,1,9,6,,15,2
PL,12.12.2018,6,2,8,6,,15,2
PL,12.12.2018,6,1,9,7,,15,2
PL,12.12.2018,6,1,10,7,,15,2
PT,12.12.2018,6,1,6,6,,15,2
RU,12.12.2018,6,2,8,2,,15,2
RU,12.12.2018,6,1,7,3,,15,2
RU,12.12.2018,6,2,10,7,,15,2
RU,12.12.2018,6,1,8,7,,15,2
RU,12.12.2018,6,2,9,5,,15,2
RU,12.12.2018,6,1,7,7,,15,2
SE,12.12.2018,6,1,9,7,,15,2
SI,12.12.2018,6,2,7,5,,15,2
SI,12.12.2018,6,1,8,5,,15,2
SI,12.12.2018,6,1,8,6,,15,2
SK,12.12.2018,6,2,6,7,,15,2
SK,12.12.2018,6,1,9,6,,15,2
UA,12.12.2018,6,1,10,7,,15,2
UA,12.12.2018,6,1,10,7,,15,2
UA,12.12.2018,6,1,9,7,,15,2
UA,12.12.2018,6,2,8,7,,15,2
UA,12.12.2018,6,1,10,7,,15,2
AT,12.12.2018,7,1,8,7,,15,2
AT,12.12.2018,7,2,0,5,,15,2
BE,12.12.2018,7,1,8,6,,15,2
BE,12.12.2018,7,1,8,6,,15,2
BE,12.12.2018,7,1,9,6,,15,2
CZ,12.12.2018,7,1,8,6,,15,2
DE,12.12.2018,7,1,9,4,,15,2
DE,12.12.2018,7,2,7,4,,15,2
DE,12.12.2018,7,1,7,6,,15,2
DE,12.12.2018,7,1,8,6,,15,2
DE,12.12.2018,7,1,9,6,,15,2
DE,12.12.2018,7,1,10,7,,15,2
DE,12.12.2018,7,1,10,7,,15,2
DE,12.12.2018,7,1,8,6,,15,2
DK,12.12.2018,7,1,10,7,,15,2
DK,12.12.2018,7,1,8,6,,15,2
DK,12.12.2018,7,1,7,7,,15,2
DK,12.12.2018,7,1,10,7,,15,2
DK,12.12.2018,7,1,9,7,,15,2
DK,12.12.2018,7,1,9,6,,15,2
DK,12.12.2018,7,1,7,6,,15,2
EE,12.12.2018,7,2,8,7,,15,2
EE,12.12.2018,7,1,8,7,,15,2
FI,12.12.2018,7,2,8,7,,15,2
FI,12.12.2018,7,2,8,7,,15,2
FI,12.12.2018,7,2,7,7,,15,2
FI,12.12.2018,7,1,8,7,,15,2
FR,12.12.2018,7,1,8,6,,15,2
FR,12.12.2018,7,1,8,2,,15,2
FR,12.12.2018,7,1,10,4,,15,2
FR,12.12.2018,7,3,6,7,,15,2
FR,12.12.2018,7,1,8,4,,15,2
FR,12.12.2018,7,1,5,7,,15,2
FR,12.12.2018,7,1,5,5,,15,2
FR,12.12.2018,7,1,8,6,,15,2
GB,12.12.2018,7,1,9,6,,15,2
GB,12.12.2018,7,1,8,7,,15,2
GB,12.12.2018,7,2,8,4,,15,2
HU,12.12.2018,7,1,5,6,,15,2
HU,12.12.2018,7,2,7,6,,15,2
IE,12.12.2018,7,1,9,6,,15,2
IE,12.12.2018,7,1,9,6,,15,2
IE,12.12.2018,7,1,8,7,,15,2
IE,12.12.2018,7,1,10,7,,15,2
IE,12.12.2018,7,1,9,6,,15,2
IL,12.12.2018,7,1,10,88,,15,2
IL,12.12.2018,7,1,10,88,,15,2
IL,12.12.2018,7,1,9,5,,15,2
IL,12.12.2018,7,1,7,3,,15,2
IL,12.12.2018,7,4,2,6,,15,2
LT,12.12.2018,7,2,9,7,,15,2
LT,12.12.2018,7,2,8,7,,15,2
LT,12.12.2018,7,1,10,6,,15,2
LT,12.12.2018,7,2,9,5,,15,2
LT,12.12.2018,7,1,88,6,,15,2
LT,12.12.2018,7,1,7,7,,15,2
LT,12.12.2018,7,1,9,6,,15,2
NL,12.12.2018,7,2,6,6,,15,2
NL,12.12.2018,7,2,8,6,,15,2
NL,12.12.2018,7,1,9,6,,15,2
NL,12.12.2018,7,1,7,6,,15,2
NO,12.12.2018,7,1,10,7,,15,2
NO,12.12.2018,7,1,10,6,,15,2
NO,12.12.2018,7,1,9,6,,15,2
NO,12.12.2018,7,1,10,7,,15,2
NO,12.12.2018,7,1,8,6,,15,2
NO,12.12.2018,7,1,9,7,,15,2
NO,12.12.2018,7,1,10,7,,15,2
PT,12.12.2018,7,1,10,7,,15,2
PT,12.12.2018,7,1,5,6,,15,2
SE,12.12.2018,7,1,10,7,,15,2
SE,12.12.2018,7,1,10,6,,15,2
SE,12.12.2018,7,1,9,7,,15,2
SI,12.12.2018,7,2,10,7,,15,2
SI,12.12.2018,7,1,7,7,,15,2
AT,12.12.2018,3,1,8,7,1,16,2
AT,12.12.2018,3,1,8,5,1,16,2
AT,12.12.2018,3,1,6,6,1,16,2
AT,12.12.2018,3,1,9,6,1,16,2
AT,12.12.2018,3,8,5,6,1,16,2
AT,12.12.2018,3,1,8,6,1,16,2
AT,12.12.2018,3,1,10,6,1,16,2
AT,12.12.2018,3,1,10,7,1,16,2
AT,12.12.2018,3,2,9,7,2,16,2
AT,12.12.2018,3,2,8,6,1,16,2
AT,12.12.2018,3,1,10,7,8,16,2
AT,12.12.2018,3,1,10,7,1,16,2
BE,12.12.2018,3,1,9,7,1,16,2
BE,12.12.2018,3,1,1,7,1,16,2
BE,12.12.2018,3,2,5,7,1,16,2
BE,12.12.2018,3,2,9,6,1,16,2
BE,12.12.2018,3,1,8,7,1,16,2
BE,12.12.2018,3,1,8,7,1,16,2
BE,12.12.2018,3,1,8,6,1,16,2
BE,12.12.2018,3,1,9,7,1,16,2
BE,12.12.2018,3,2,8,7,1,16,2
BE,12.12.2018,3,1,10,7,1,16,2
BE,12.12.2018,3,1,7,6,1,16,2
BE,12.12.2018,3,1,10,6,1,16,2
BG,12.12.2018,3,1,8,7,1,16,2
BG,12.12.2018,3,1,9,7,1,16,2
BG,12.12.2018,3,1,7,7,1,16,2
BG,12.12.2018,3,3,6,7,1,16,2
BG,12.12.2018,3,2,10,7,1,16,2
CH,12.12.2018,3,1,9,6,1,16,2
CH,12.12.2018,3,2,8,7,1,16,2
CH,12.12.2018,3,1,8,6,1,16,2
CH,12.12.2018,3,1,7,7,1,16,2
CH,12.12.2018,3,4,8,7,1,16,2
CH,12.12.2018,3,1,10,7,1,16,2
CH,12.12.2018,3,1,10,7,1,16,2
CY,12.12.2018,3,1,8,4,1,16,2
CY,12.12.2018,3,1,8,5,1,16,2
CY,12.12.2018,3,1,5,6,1,16,2
DE,12.12.2018,3,1,9,7,2,16,2
DE,12.12.2018,3,1,10,6,1,16,2
DE,12.12.2018,3,2,5,6,1,16,2
DE,12.12.2018,3,1,8,6,1,16,2
DE,12.12.2018,3,1,6,6,1,16,2
DE,12.12.2018,3,2,9,7,1,16,2
DE,12.12.2018,3,1,5,2,1,16,2
DE,12.12.2018,3,1,6,7,1,16,2
DE,12.12.2018,3,1,9,7,1,16,2
DE,12.12.2018,3,1,5,6,1,16,2
DE,12.12.2018,3,2,8,6,1,16,2
DK,12.12.2018,3,1,8,6,1,16,2
DK,12.12.2018,3,1,9,7,1,16,2
DK,12.12.2018,3,1,10,7,1,16,2
DK,12.12.2018,3,1,8,6,1,16,2
DK,12.12.2018,3,1,10,6,1,16,2
EE,12.12.2018,3,1,10,7,1,16,2
EE,12.12.2018,3,2,9,7,8,16,2
EE,12.12.2018,3,2,10,7,2,16,2
EE,12.12.2018,3,2,9,7,1,16,2
EE,12.12.2018,3,2,10,7,1,16,2
ES,12.12.2018,3,1,9,7,1,16,2
ES,12.12.2018,3,1,10,6,1,16,2
ES,12.12.2018,3,1,9,7,1,16,2
ES,12.12.2018,3,1,9,7,1,16,2
ES,12.12.2018,3,2,10,5,1,16,2
ES,12.12.2018,3,1,8,7,1,16,2
ES,12.12.2018,3,1,7,7,1,16,2
ES,12.12.2018,3,1,8,6,1,16,2
FI,12.12.2018,3,1,8,7,1,16,2
FI,12.12.2018,3,1,7,4,1,16,2
FI,12.12.2018,3,1,10,4,1,16,2
FI,12.12.2018,3,1,9,6,1,16,2
FI,12.12.2018,3,1,9,6,1,16,2
FI,12.12.2018,3,1,8,7,1,16,2
FI,12.12.2018,3,1,9,7,1,16,2
FI,12.12.2018,3,1,8,6,1,16,2
FI,12.12.2018,3,2,9,6,1,16,2
FI,12.12.2018,3,1,8,7,1,16,2
FI,12.12.2018,3,1,8,6,1,16,2
FR,12.12.2018,3,1,8,7,1,16,2
FR,12.12.2018,3,2,7,3,2,16,2
FR,12.12.2018,3,2,9,7,1,16,2
FR,12.12.2018,3,2,8,6,1,16,2
GB,12.12.2018,3,1,7,6,2,16,2
GB,12.12.2018,3,1,8,7,1,16,2
GB,12.12.2018,3,1,8,4,1,16,2
GB,12.12.2018,3,1,8,7,1,16,2
GB,12.12.2018,3,1,9,7,1,16,2
GB,12.12.2018,3,1,8,7,1,16,2
GB,12.12.2018,3,1,7,6,1,16,2
HU,12.12.2018,3,1,10,6,1,16,2
HU,12.12.2018,3,1,10,6,1,16,2
HU,12.12.2018,3,4,1,2,1,16,2
IE,12.12.2018,3,1,10,6,2,16,2
IE,12.12.2018,3,1,10,5,1,16,2
IE,12.12.2018,3,2,9,7,1,16,2
IE,12.12.2018,3,1,10,7,2,16,2
IE,12.12.2018,3,1,10,7,1,16,2
NL,12.12.2018,3,1,8,7,1,16,2
NL,12.12.2018,3,1,10,4,1,16,2
NL,12.12.2018,3,1,9,7,1,16,2
NL,12.12.2018,3,1,9,7,1,16,2
NL,12.12.2018,3,1,8,5,1,16,2
NL,12.12.2018,3,2,8,7,1,16,2
NO,12.12.2018,3,1,10,7,1,16,2
NO,12.12.2018,3,1,9,7,1,16,2
NO,12.12.2018,3,1,7,7,1,16,2
NO,12.12.2018,3,1,7,7,1,16,2
NO,12.12.2018,3,1,8,7,1,16,2
NO,12.12.2018,3,2,9,6,1,16,2
NO,12.12.2018,3,1,8,7,1,16,2
NO,12.12.2018,3,2,10,7,1,16,2
PL,12.12.2018,3,1,8,7,1,16,2
PL,12.12.2018,3,2,9,7,1,16,2
PL,12.12.2018,3,1,9,7,1,16,2
PL,12.12.2018,3,1,7,6,1,16,2
PL,12.12.2018,3,1,8,7,1,16,2
PL,12.12.2018,3,1,9,7,1,16,2
PL,12.12.2018,3,1,10,7,1,16,2
PL,12.12.2018,3,1,9,5,1,16,2
PL,12.12.2018,3,1,10,6,1,16,2
PL,12.12.2018,3,1,8,7,1,16,2
PL,12.12.2018,3,1,7,6,1,16,2
PL,12.12.2018,3,1,7,7,1,16,2
PL,12.12.2018,3,1,9,6,1,16,2
PL,12.12.2018,3,1,9,6,1,16,2
PT,12.12.2018,3,2,9,7,1,16,2
PT,12.12.2018,3,1,8,7,1,16,2
PT,12.12.2018,3,1,10,7,1,16,2
PT,12.12.2018,3,1,7,7,1,16,2
PT,12.12.2018,3,2,7,7,2,16,2
PT,12.12.2018,3,2,6,7,1,16,2
PT,12.12.2018,3,1,6,7,1,16,2
RU,12.12.2018,3,1,10,7,1,16,2
RU,12.12.2018,3,2,7,6,8,16,2
RU,12.12.2018,3,1,9,6,1,16,2
RU,12.12.2018,3,2,8,7,1,16,2
RU,12.12.2018,3,1,8,6,1,16,2
RU,12.12.2018,3,1,9,7,1,16,2
RU,12.12.2018,3,2,0,88,1,16,2
RU,12.12.2018,3,2,6,7,1,16,2
RU,12.12.2018,3,1,7,7,1,16,2
RU,12.12.2018,3,1,9,2,1,16,2
RU,12.12.2018,3,1,6,7,1,16,2
RU,12.12.2018,3,2,6,6,1,16,2
RU,12.12.2018,3,2,6,4,2,16,2
RU,12.12.2018,3,2,7,7,1,16,2
RU,12.12.2018,3,1,8,6,1,16,2
RU,12.12.2018,3,1,8,7,1,16,2
RU,12.12.2018,3,1,9,7,1,16,2
RU,12.12.2018,3,2,5,3,8,16,2
SE,12.12.2018,3,1,8,7,1,16,2
SE,12.12.2018,3,1,7,6,1,16,2
SE,12.12.2018,3,1,9,6,1,16,2
SE,12.12.2018,3,1,7,6,1,16,2
SE,12.12.2018,3,1,8,7,1,16,2
SE,12.12.2018,3,2,5,6,1,16,2
SE,12.12.2018,3,2,7,6,1,16,2
SE,12.12.2018,3,1,7,7,1,16,2
SE,12.12.2018,3,1,8,6,1,16,2
SI,12.12.2018,3,3,10,5,1,16,2
SI,12.12.2018,3,1,9,4,1,16,2
SI,12.12.2018,3,1,9,6,1,16,2
SI,12.12.2018,3,1,9,6,1,16,2
SI,12.12.2018,3,1,9,7,1,16,2
SI,12.12.2018,3,2,7,7,1,16,2
SI,12.12.2018,3,3,9,6,1,16,2
SI,12.12.2018,3,3,9,7,1,16,2
SI,12.12.2018,3,1,6,7,1,16,2
SK,12.12.2018,3,1,8,7,1,16,2
SK,12.12.2018,3,1,7,7,1,16,2
SK,12.12.2018,3,1,6,7,1,16,2
SK,12.12.2018,3,2,7,7,1,16,2
SK,12.12.2018,3,1,6,7,1,16,2
SK,12.12.2018,3,1,8,7,1,16,2
SK,12.12.2018,3,2,9,6,1,16,2
SK,12.12.2018,3,2,5,7,1,16,2
SK,12.12.2018,3,1,10,7,1,16,2
SK,12.12.2018,3,2,4,7,1,16,2
UA,12.12.2018,3,1,8,3,1,16,2
UA,12.12.2018,3,2,7,7,1,16,2
UA,12.12.2018,3,1,8,7,1,16,2
UA,12.12.2018,3,1,10,7,1,16,2
BE,12.12.2018,5,1,9,6,1,16,2
BE,12.12.2018,5,1,9,7,1,16,2
BE,12.12.2018,5,1,10,7,1,16,2
BE,12.12.2018,5,1,9,7,1,16,2
BE,12.12.2018,5,1,8,7,1,16,2
BE,12.12.2018,5,1,9,6,1,16,2
BE,12.12.2018,5,2,8,6,1,16,2
BE,12.12.2018,5,1,9,6,1,16,2
BE,12.12.2018,5,1,10,6,1,16,2
BG,12.12.2018,5,1,7,6,2,16,2
BG,12.12.2018,5,1,9,7,1,16,2
BG,12.12.2018,5,1,8,6,1,16,2
BG,12.12.2018,5,1,10,7,1,16,2
